#integer	index1	index2																				
state	posterior	prior	likelihood	meanRate	treeModel.rootHeight	yule.birthRate	ac	ag	at	cg	gt	alpha	ucld.mean	ucld.stdev	invgauss.mean	invgauss.stdev	uced.mean	index1	index2	coefficientOfVariation	covariance	treeLikelihood
12010000	-11440.43635	20.85984888	-11461.2962	0.952055994	0.152535584	18.94436652	0.340082561	1.249578028	0.143900911	0.374088869	0.233767455	0.87104323	1	0.33941956	1	3.509991764	1	0	0	0.411039956	-0.144133938	-11461.2962
12015000	-11443.27462	22.45904245	-11465.73366	1.006785562	0.169355971	15.02870538	0.340082561	1.249578028	0.122081058	0.376386729	0.211473911	0.832191248	1	0.318083928	1	4.881311367	1	0	0	0.359303512	0.128945107	-11465.73366
12020000	-11441.83243	21.80436946	-11463.6368	1.038380095	0.127852446	19.99554081	0.340082561	1.249578028	0.141261912	0.376386729	0.208969252	0.887170818	1	0.769133965	1	0.410547806	1	1	1	0.4206005	0.308658104	-11463.6368
12025000	-11444.04259	22.10220637	-11466.1448	1.055251508	0.147580016	8.666501745	0.288823479	1.249578028	0.138214261	0.376386729	0.236195362	0.887170818	1	0.343685278	1	2.636702528	1	0	0	0.371789848	0.27977821	-11466.1448
12030000	-11437.19905	22.85175385	-11460.05081	1.014193992	0.129242542	13.98209153	0.291476355	1.249578028	0.133397178	0.378974019	0.194723026	0.716485403	1	0.515745148	1	7.114783381	1	0	0	0.470284185	0.195541091	-11460.05081
12035000	-11438.3968	22.64941916	-11461.04622	1.023159088	0.123104153	16.13596235	0.297351485	1.249578028	0.156884223	0.378974019	0.194723026	0.745415518	1	0.433158402	1	3.180412936	1	0	0	0.494296176	0.447676737	-11461.04622
12040000	-11437.52694	22.84633367	-11460.37328	1.107180085	0.124826126	12.94337703	0.297351485	1.497197543	0.167940618	0.378974019	0.232619963	0.838654742	1	4.349427554	1	0.53255441	1	1	1	0.587058363	0.139150839	-11460.37328
12045000	-11441.26159	23.46594457	-11464.72754	1.105939951	0.129251692	12.41049365	0.297351485	1.360838148	0.145841559	0.378974019	0.232619963	0.838654742	1	7.719801253	1	0.692849032	1	1	1	0.633788418	0.110378543	-11464.72754
12050000	-11435.12629	26.27633693	-11461.40262	1.411507643	0.0849676	18.4932792	0.297351485	1.360838148	0.14811714	0.380335602	0.232619963	0.838654742	1	0.684324734	1	0.403076752	1	0	0	0.723111285	0.422259312	-11461.40262
12055000	-11433.69584	24.63801393	-11458.33385	1.321094099	0.097316379	11.09293082	0.303376561	1.360838148	0.14811714	0.380335602	0.226739117	0.773346734	1	0.589607708	1	8.067535318	1	0	0	0.647863565	0.369654484	-11458.33385
12060000	-11436.30517	24.56934006	-11460.87451	1.232443444	0.093182618	12.70272159	0.303376561	1.360838148	0.158868707	0.380335602	0.226739117	0.773346734	1	0.688197578	1	1.659369437	1	0	0	0.614499111	0.181965712	-11460.87451
12065000	-11438.90747	23.43559803	-11462.34307	1.158105746	0.099131425	21.88089887	0.303376561	1.360838148	0.158868707	0.352253122	0.266947579	0.773346734	1	0.624068424	1	5.583177202	1	0	0	0.645985912	0.292112497	-11462.34307
12070000	-11436.86232	24.24734785	-11461.10967	1.247132571	0.099671029	17.82837013	0.303376561	1.360838148	0.12488359	0.352253122	0.266947579	0.773346734	1	0.549677987	1	2.458909498	1	0	0	0.596784245	0.316878593	-11461.10967
12075000	-11436.01053	23.0841315	-11459.09466	1.092713442	0.138622286	15.23028549	0.303376561	1.360838148	0.151606192	0.400369452	0.266947579	0.696561104	1	0.420159173	1	9.383718656	1	0	0	0.496538994	0.092618177	-11459.09466
12080000	-11436.26138	22.97966245	-11459.24105	1.098625999	0.13398278	16.36286165	0.271935753	1.360838148	0.151606192	0.400369452	0.247659768	0.926078178	1	0.607848195	1	8.887869899	1	0	0	0.590699558	0.070558166	-11459.24105
12085000	-11439.63039	21.95989532	-11461.59028	1.035813262	0.133700752	16.7473971	0.271935753	1.360838148	0.151606192	0.400369452	0.247659768	0.926078178	1	0.072757021	1	0.374751543	1	1	1	0.471698239	0.090534983	-11461.59028
12090000	-11441.45913	21.70227252	-11463.16141	1.08622614	0.120672102	8.647018871	0.328860202	1.360838148	0.151606192	0.400369452	0.247659768	0.888173803	1	7.864837001	1	0.481887085	1	1	1	0.534816452	0.241156625	-11463.16141
12095000	-11441.67594	23.15266256	-11464.8286	1.157065524	0.111360356	24.0605855	0.328860202	1.284240623	0.208765873	0.400369452	0.22112588	0.803285871	1	8.336345006	1	0.382770413	1	1	1	0.435114967	0.42690278	-11464.8286
12100000	-11452.89903	20.11736571	-11473.0164	1.032280518	0.156420497	20.15322323	0.332523578	1.613505674	0.190578796	0.42863887	0.22112588	0.803285871	1	9.057799083	1	0.35434414	1	1	1	0.342985583	-0.079530309	-11473.0164
12105000	-11442.80521	20.18951429	-11462.99472	0.896834127	0.187754112	11.70789914	0.332523578	1.613505674	0.162056977	0.42863887	0.22112588	0.803285871	1	9.844506554	1	0.532017847	1	1	1	0.525903692	0.131253826	-11462.99472
12110000	-11446.50916	19.11067451	-11465.61983	0.872960422	0.176309799	15.95659702	0.307478385	1.613505674	0.197546216	0.42863887	0.228105499	0.803285871	1	0.581857938	1	9.757386435	1	0	0	0.566386595	-0.19416869	-11465.61983
12115000	-11442.44509	18.99342425	-11461.43852	0.722582483	0.196822303	9.642341341	0.307478385	1.382330557	0.148115851	0.377238873	0.228105499	0.803285871	1	0.617384405	1	6.207971756	1	0	0	0.578005684	0.043235051	-11461.43852
12120000	-11442.63627	15.81734102	-11458.45361	0.659342178	0.210136268	4.409822507	0.307478385	1.382330557	0.148115851	0.377238873	0.228105499	0.803285871	1	0.663107836	1	9.044067239	1	0	0	0.667317213	-0.162178267	-11458.45361
12125000	-11442.38544	17.92606938	-11460.31151	0.682197493	0.199685611	10.46200779	0.307478385	1.382330557	0.166583157	0.377238873	0.228105499	0.803285871	1	0.680762933	1	6.647795147	1	0	0	0.592441647	-0.209920463	-11460.31151
12130000	-11444.25947	17.82899837	-11462.08847	0.690109746	0.20566977	7.210036209	0.284521813	1.382330557	0.166583157	0.377238873	0.228105499	0.803285871	1	0.685976701	1	9.24231728	1	0	0	0.618959989	-0.048753161	-11462.08847
12135000	-11446.61562	19.40930155	-11466.02492	0.76970806	0.170708404	8.484365609	0.34992946	1.382330557	0.17694573	0.377238873	0.228105499	0.803285871	1	3.23711941	1	0.823610399	1	1	1	0.523966532	-0.016261254	-11466.02492
12140000	-11446.22467	17.75787621	-11463.98254	0.850580428	0.151071552	21.78384989	0.34992946	1.382330557	0.17694573	0.377238873	0.228105499	0.89855962	1	0.688817398	1	0.641733456	1	1	1	0.64162829	-0.50475291	-11463.98254
12145000	-11441.76823	21.59353236	-11463.36177	1.03184936	0.145027094	9.476967394	0.34992946	1.33681426	0.17694573	0.367168607	0.228105499	0.89855962	1	8.237674203	1	0.49310376	1	1	1	0.508271081	-0.044956318	-11463.36177
12150000	-11447.92282	20.97739924	-11468.90022	0.866550694	0.187282879	11.49568702	0.34992946	1.264767056	0.177247812	0.367168607	0.228105499	0.822064958	1	1.295205267	1	0.464264911	1	1	1	0.434643926	0.149871668	-11468.90022
12155000	-11441.87222	23.84206504	-11465.71428	1.160564786	0.142953868	13.36786008	0.34992946	1.264767056	0.177247812	0.332194234	0.174021093	0.822064958	1	0.428621686	1	6.921971879	1	0	0	0.459524704	-0.031220658	-11465.71428
12160000	-11438.53822	22.7076038	-11461.24583	0.956568182	0.173053669	12.51761861	0.289353159	1.264767056	0.115520653	0.332194234	0.174021093	0.75527445	1	0.310984307	1	4.23498683	1	0	0	0.379705604	-0.148793599	-11461.24583
12165000	-11441.41868	22.04878165	-11463.46746	0.995385238	0.193631421	15.44652802	0.289353159	1.264767056	0.115520653	0.332194234	0.244227831	0.75527445	1	0.611560493	1	8.788608757	1	0	0	0.62926092	-0.079427077	-11463.46746
12170000	-11445.1964	23.14726261	-11468.34367	1.051006829	0.153596944	12.65978675	0.289353159	1.264767056	0.115520653	0.424037013	0.244227831	0.75527445	1	7.597165877	1	0.55918301	1	1	1	0.472462413	0.131600774	-11468.34367
12175000	-11441.05361	22.70382937	-11463.75744	1.006845905	0.141730128	14.57110178	0.297579499	1.264767056	0.115520653	0.308984213	0.244227831	0.75527445	1	5.790578823	1	0.352265807	1	1	1	0.411987042	0.155911472	-11463.75744
12180000	-11442.40253	22.7744582	-11465.17699	1.025997194	0.159547495	12.31179456	0.297579499	1.264767056	0.115520653	0.330809858	0.244227831	0.708663037	1	0.224467457	1	5.909096674	1	0	0	0.323498487	0.2050144	-11465.17699
12185000	-11449.92676	21.16428906	-11471.09105	0.899741223	0.190594806	11.96536874	0.297579499	1.264767056	0.177412989	0.322956853	0.231465898	0.891182361	1	6.624878359	1	0.284144702	1	1	1	0.35775225	-0.033068654	-11471.09105
12190000	-11443.39658	21.73587129	-11465.13245	0.966393216	0.148600802	10.62567751	0.297579499	1.264767056	0.177412989	0.345133952	0.231465898	0.891182361	1	9.554583438	1	0.321493673	1	1	1	0.414124333	-0.244714565	-11465.13245
12195000	-11438.9077	23.05305249	-11461.96075	1.054343141	0.136243137	14.40214629	0.297579499	1.17962838	0.132157626	0.352173511	0.231465898	0.891182361	1	1.166235524	1	0.354743108	1	1	1	0.456393159	-0.17816012	-11461.96075
12200000	-11443.72031	20.33015823	-11464.05047	0.881204764	0.161928926	6.67034842	0.299730996	1.169384264	0.132157626	0.352173511	0.223506192	0.891182361	1	5.24528814	1	0.418533094	1	1	1	0.497761543	-0.025201947	-11464.05047
12205000	-11436.01975	20.79027812	-11456.81003	0.89632503	0.171322976	7.99221973	0.295489952	1.169384264	0.143704796	0.352173511	0.223506192	0.793288537	1	2.742984719	1	0.370572645	1	1	1	0.435225903	-0.26933612	-11456.81003
12210000	-11439.92877	21.2615946	-11461.19036	1.007539225	0.156763344	19.14989124	0.295489952	1.169384264	0.143704796	0.362886459	0.239676386	0.680480906	1	0.51013425	1	8.770227328	1	0	0	0.48460794	0.058840468	-11461.19036
12215000	-11440.10464	22.17376338	-11462.2784	1.055237039	0.124212338	21.98850803	0.295489952	1.169384264	0.143704796	0.362886459	0.180178317	0.680480906	1	4.709834794	1	0.430138392	1	1	1	0.461685733	0.258984821	-11462.2784
12220000	-11441.05036	21.6810976	-11462.73145	0.912696168	0.185988199	14.1573439	0.295489952	1.169384264	0.112096564	0.350894072	0.180178317	0.693684752	1	4.324156192	1	0.44627806	1	1	1	0.479582483	-0.08384321	-11462.73145
12225000	-11444.45471	22.46850245	-11466.92321	0.957154286	0.181056722	9.470968399	0.295489952	1.169384264	0.126850515	0.350894072	0.180178317	0.925070702	1	0.572787255	1	9.247807095	1	0	0	0.551073236	-0.026317748	-11466.92321
12230000	-11443.51323	22.28372438	-11465.79695	0.971579641	0.174157434	12.69968399	0.295489952	1.169384264	0.126850515	0.350894072	0.180178317	0.719793991	1	0.564336374	1	3.843592701	1	0	0	0.467936692	0.080429518	-11465.79695
12235000	-11445.3079	20.19001182	-11465.49791	0.881240774	0.175056722	19.03482796	0.295489952	1.169384264	0.1366193	0.304246866	0.180178317	0.719793991	1	1.137961703	1	0.518446875	1	1	1	0.417657485	0.191416855	-11465.49791
12240000	-11445.98594	21.79789608	-11467.78384	0.885255019	0.157946717	14.82565036	0.295489952	1.169384264	0.155379106	0.304246866	0.180178317	0.719793991	1	2.095219278	1	0.502689311	1	1	1	0.486030383	-0.053075953	-11467.78384
12245000	-11447.94966	22.39534408	-11470.345	1.070106975	0.165809737	9.176544898	0.314636908	1.166841504	0.155379106	0.364213868	0.180178317	0.719793991	1	0.485823847	1	6.486733046	1	0	0	0.460528269	0.243631245	-11470.345
12250000	-11442.49865	22.44349963	-11464.94215	1.096479416	0.1371356	10.29742975	0.314636908	1.34228068	0.155379106	0.332925672	0.2688788	0.768311384	1	0.44394662	1	6.402970504	1	0	0	0.514494913	0.242904806	-11464.94215
12255000	-11440.29607	23.38270671	-11463.67878	1.071148562	0.123964462	14.57182228	0.314636908	1.34228068	0.158029086	0.331564707	0.256080237	0.768311384	1	0.584933173	1	9.107257939	1	0	0	0.50634059	-0.005829663	-11463.67878
12260000	-11451.89708	20.58061347	-11472.47769	0.912886757	0.164132108	8.386132556	0.314636908	1.34228068	0.158029086	0.331564707	0.200434322	0.768311384	1	0.565505732	1	2.40919663	1	0	0	0.562343543	0.061999585	-11472.47769
12265000	-11445.82494	21.47463385	-11467.29958	0.964249464	0.170262679	14.48032209	0.314636908	1.355731724	0.158029086	0.329216677	0.306256024	0.848510712	1	0.482146738	1	6.483636492	1	0	0	0.506247077	-0.142267628	-11467.29958
12270000	-11446.54558	20.05670518	-11466.60228	0.800696803	0.180022449	11.63583727	0.33743338	1.355731724	0.125369191	0.329216677	0.306256024	0.848510712	1	0.57652586	1	8.30217953	1	0	0	0.612852072	-0.315805257	-11466.60228
12275000	-11448.65483	17.84284645	-11466.49768	0.669175678	0.227422189	9.700953193	0.33743338	1.355731724	0.125369191	0.329216677	0.315851229	0.669610341	1	0.567099667	1	3.24216959	1	0	0	0.567958258	-0.228097349	-11466.49768
12280000	-11457.3349	17.02455712	-11474.35946	0.68213301	0.246714505	11.92060815	0.33743338	1.434721314	0.125369191	0.329216677	0.315851229	0.669610341	1	0.631019632	1	0.805276219	1	1	1	0.56191972	-0.264268864	-11474.35946
12285000	-11449.72152	17.94134843	-11467.66287	0.706533139	0.197765761	8.137131209	0.33743338	1.40794091	0.125369191	0.45033312	0.315851229	0.669610341	1	2.582012364	1	0.983011472	1	1	1	0.632448932	-0.230457345	-11467.66287
12290000	-11446.92815	18.97991195	-11465.90807	0.809110219	0.16985801	9.722295628	0.33743338	1.40794091	0.178768635	0.45033312	0.241134458	0.755625886	1	1.286051845	1	0.836880937	1	1	1	0.487657169	0.232650185	-11465.90807
12295000	-11444.64018	20.1742414	-11464.81442	0.865782079	0.147816695	15.6587095	0.33743338	1.40794091	0.178768635	0.340081088	0.241134458	0.755625886	1	0.178906868	1	0.804587488	1	1	1	0.635590016	0.043883039	-11464.81442
12300000	-11443.65085	19.9538116	-11463.60466	0.895841426	0.146469551	7.935648683	0.337790644	1.373204074	0.178768635	0.340081088	0.266955757	0.755625886	1	3.816951307	1	0.427037756	1	1	1	0.531581805	-0.165048061	-11463.60466
12305000	-11443.46341	21.74150642	-11465.20492	0.926772324	0.156599485	11.12820591	0.255575952	1.373204074	0.135226269	0.388240897	0.228304112	0.755625886	1	1.386233526	1	0.325515264	1	1	1	0.414071686	0.192280459	-11465.20492
12310000	-11443.59437	21.18129674	-11464.77566	0.90660504	0.162412358	16.28538108	0.255575952	1.373204074	0.135226269	0.329411831	0.236879459	0.755625886	1	4.874842223	1	0.611243958	1	1	1	0.622430357	0.182440129	-11464.77566
12315000	-11439.78244	20.3294719	-11460.11192	0.958015449	0.155864102	7.157852282	0.335651717	1.373204074	0.135226269	0.329411831	0.236879459	0.755625886	1	0.433514078	1	1.29373423	1	0	0	0.411426809	-0.119140464	-11460.11192
12320000	-11444.30385	20.31736147	-11464.62122	0.86183633	0.176371042	12.34534017	0.335651717	1.390819796	0.135226269	0.441268935	0.236879459	0.755625886	1	5.344503493	1	0.482660315	1	1	1	0.453096507	0.365092332	-11464.62122
12325000	-11441.24201	18.59377899	-11459.83579	0.779268872	0.18819638	14.12547272	0.324128963	1.390819796	0.135226269	0.441268935	0.271220531	0.755625886	1	6.967409393	1	0.691518084	1	1	1	0.601374829	-0.297148815	-11459.83579
12330000	-11442.78181	21.2098706	-11463.99168	0.953199221	0.172235281	8.732716982	0.308032824	1.390819796	0.135226269	0.336503232	0.271220531	0.75419478	1	9.820794085	1	0.451462286	1	1	1	0.381189944	-0.2514525	-11463.99168
12335000	-11437.5561	21.82563479	-11459.38174	0.909532907	0.184912838	10.02097716	0.308032824	1.390819796	0.135226269	0.336503232	0.246129699	0.75419478	1	0.349885517	1	7.995013697	1	0	0	0.475245358	-0.05639502	-11459.38174
12340000	-11442.10136	23.69641298	-11465.79777	1.056525809	0.161386699	15.66144057	0.308032824	1.200913808	0.135226269	0.327732841	0.246129699	0.75419478	1	0.376643908	1	1.434473896	1	0	0	0.426885144	-0.121548207	-11465.79777
12345000	-11440.4628	22.47421239	-11462.93701	1.008154201	0.165174959	12.9257611	0.308032824	1.200913808	0.135226269	0.378945608	0.223483003	0.726541273	1	0.334784937	1	9.40530476	1	0	0	0.398472532	0.073838196	-11462.93701
12350000	-11443.64236	21.95080401	-11465.59317	0.939080853	0.182478003	10.77317179	0.308032824	1.200913808	0.135226269	0.378945608	0.223483003	0.726541273	1	0.377416829	1	4.499837447	1	0	0	0.428922577	-0.243811351	-11465.59317
12355000	-11441.6535	21.98020536	-11463.63371	0.991599938	0.141865618	19.22222951	0.308032824	1.200913808	0.145458751	0.378945608	0.223483003	0.71949104	1	0.400274687	1	1.196304535	1	0	0	0.4501818	-0.130344358	-11463.63371
12360000	-11440.1298	22.28394608	-11462.41374	1.090963046	0.144743584	21.58550163	0.308032824	1.257737816	0.134791894	0.378945608	0.223483003	0.71949104	1	0.367385746	1	3.948368189	1	0	0	0.430958135	0.044577708	-11462.41374
12365000	-11438.99416	22.39969827	-11461.39386	1.002194519	0.149061925	16.6916394	0.308032824	1.257737816	0.155227441	0.282652365	0.223483003	0.71949104	1	0.311125566	1	6.098787765	1	0	0	0.413168249	-0.319987905	-11461.39386
12370000	-11448.31752	21.62008103	-11469.9376	0.937305792	0.173433062	9.90282259	0.269979498	1.257737816	0.155227441	0.359110073	0.223483003	0.71949104	1	0.308517343	1	6.089402051	1	0	0	0.354765669	0.054507405	-11469.9376
12375000	-11443.23662	21.74155623	-11464.97817	0.968915103	0.184077724	10.90368746	0.282153284	1.257737816	0.155227441	0.359110073	0.223483003	0.71949104	1	4.210467242	1	0.408989348	1	1	1	0.405784232	-0.087005627	-11464.97817
12380000	-11439.16777	23.01719741	-11462.18497	1.057919549	0.139920622	11.09885647	0.282153284	1.257737816	0.155227441	0.359110073	0.223483003	0.71949104	1	5.890578698	1	0.383185423	1	1	1	0.415845499	-0.046419615	-11462.18497
12385000	-11441.23621	22.45674954	-11463.69296	1.003465449	0.163371433	13.95754873	0.282153284	1.257737816	0.147599508	0.430572503	0.223483003	0.71949104	1	3.132645678	1	0.382614724	1	1	1	0.42406256	0.022692528	-11463.69296
12390000	-11443.68169	23.50815515	-11467.18985	1.063372008	0.140295584	17.60649641	0.282153284	1.257737816	0.147599508	0.306782695	0.223483003	0.71949104	1	0.481039624	1	7.592122595	1	0	0	0.502062628	-0.094200959	-11467.18985
12395000	-11446.00032	20.55331541	-11466.55364	0.929011778	0.167531556	14.82145676	0.282153284	1.180366189	0.157718577	0.437252624	0.227895593	0.71949104	1	0.352036448	1	9.345394135	1	0	0	0.399003623	0.067059278	-11466.55364
12400000	-11441.50175	20.57974137	-11462.08149	0.945283632	0.176095312	15.65889483	0.298285151	1.346973576	0.157718577	0.404430029	0.23663975	0.71949104	1	0.373480582	1	1.472546263	1	0	0	0.418108183	-0.226714776	-11462.08149
12405000	-11439.08335	21.49622807	-11460.57958	0.91989743	0.157919359	17.09176208	0.298285151	1.346973576	0.157718577	0.404430029	0.23663975	0.71949104	1	0.451300149	1	0.717316985	1	0	0	0.41829734	0.112835459	-11460.57958
12410000	-11439.1792	18.96941021	-11458.14861	0.771402483	0.225972141	12.10181564	0.319811615	1.346973576	0.157718577	0.420125009	0.23663975	0.71949104	1	0.434734313	1	7.016766113	1	0	0	0.488695695	-0.072834712	-11458.14861
12415000	-11441.74761	20.33008002	-11462.07769	0.915659489	0.178182929	12.74530812	0.319811615	1.346973576	0.157718577	0.420125009	0.23663975	0.681010316	1	0.350964782	1	6.554815406	1	0	0	0.432582463	-0.156289361	-11462.07769
12420000	-11445.3608	19.68842094	-11465.04922	0.881953984	0.201853495	7.121756097	0.319811615	1.346973576	0.161943735	0.446928761	0.210033104	0.777823057	1	0.381796706	1	6.276457759	1	0	0	0.391279371	-0.103028252	-11465.04922
12425000	-11443.19806	20.00993666	-11463.20799	0.899462098	0.168791555	16.28442763	0.319811615	1.346973576	0.161943735	0.446928761	0.298310897	0.777823057	1	0.361026371	1	2.52396861	1	0	0	0.44560741	0.028869176	-11463.20799
12430000	-11435.82034	20.46539312	-11456.28573	0.941033735	0.170348299	7.647593066	0.319811615	1.346973576	0.161943735	0.410327868	0.227497013	0.777823057	1	0.441447568	1	6.989566708	1	0	0	0.428782263	-0.069502693	-11456.28573
12435000	-11447.63074	18.37647381	-11466.00722	0.784217944	0.23593212	15.22409103	0.319811615	1.346973576	0.127845067	0.410327868	0.227497013	0.777823057	1	2.570767054	1	0.355470376	1	1	1	0.381665254	-0.17564705	-11466.00722
12440000	-11438.27545	21.86780799	-11460.14325	0.941524679	0.162316208	10.55797154	0.319811615	1.346973576	0.127845067	0.308874043	0.227497013	0.777823057	1	2.394958932	1	0.316644484	1	1	1	0.354138738	-0.33479407	-11460.14325
12445000	-11439.40855	22.2463211	-11461.65487	0.957208703	0.15299417	11.60884227	0.319811615	1.346973576	0.127845067	0.308874043	0.283486623	0.777823057	1	0.996672926	1	0.219955531	1	1	1	0.335172751	0.02458863	-11461.65487
12450000	-11440.71271	22.28032339	-11462.99303	1.032397469	0.149601791	18.38767942	0.289141522	1.346973576	0.127845067	0.340856359	0.283486623	0.777823057	1	4.214604705	1	0.291004882	1	1	1	0.30769817	0.084374437	-11462.99303
12455000	-11443.7727	21.452192	-11465.22489	0.923541929	0.157548473	11.83220716	0.338000084	1.346973576	0.127845067	0.340856359	0.283486623	0.725981598	1	4.362854613	1	0.380104081	1	1	1	0.391294967	0.057773892	-11465.22489
12460000	-11445.82751	20.66774825	-11466.49525	0.860185827	0.175550899	13.24749784	0.338000084	1.331604762	0.127845067	0.339395255	0.224160317	0.725981598	1	0.607945877	1	7.740784723	1	0	0	0.457783693	-0.085916569	-11466.49525
12465000	-11442.47227	18.12254161	-11460.59481	0.734900746	0.227590907	13.58310109	0.338000084	1.331604762	0.127845067	0.339395255	0.224160317	0.824254522	1	2.827995888	1	0.397141747	1	1	1	0.357291584	-0.046468746	-11460.59481
12470000	-11436.04855	19.55717901	-11455.60573	0.785259933	0.209353876	7.724175614	0.326617946	1.331604762	0.153947519	0.339395255	0.224160317	0.824254522	1	1.097022638	1	0.456238572	1	1	1	0.483266314	-0.200220756	-11455.60573
12475000	-11446.40834	20.95982865	-11467.36817	0.918619027	0.187829701	10.21209845	0.326617946	1.331604762	0.153947519	0.339395255	0.224160317	0.824254522	1	6.698234155	1	0.574253899	1	1	1	0.583232483	-0.060239575	-11467.36817
12480000	-11440.22343	20.97162955	-11461.19506	0.879499689	0.186284606	13.27886933	0.292505283	1.331604762	0.153947519	0.339395255	0.224160317	0.824254522	1	1.021888152	1	0.637882032	1	1	1	0.556856076	-0.158486006	-11461.19506
12485000	-11441.58659	20.19546294	-11461.78206	0.810176012	0.210000243	9.601450014	0.292505283	1.331604762	0.153947519	0.410991243	0.224160317	0.824254522	1	2.775786382	1	0.448661883	1	1	1	0.400139422	0.06833734	-11461.78206
12490000	-11441.01082	19.24097168	-11460.2518	0.779052229	0.196625989	8.072183178	0.292505283	1.331604762	0.158980656	0.410991243	0.237102727	0.824254522	1	3.509298194	1	0.466018088	1	1	1	0.59824461	-0.10383695	-11460.2518
12495000	-11451.17275	17.46379607	-11468.63654	0.648937787	0.214806657	9.152229772	0.292505283	1.317419706	0.158980656	0.410991243	0.221608351	0.824254522	1	2.453227045	1	0.474332834	1	1	1	0.49782324	-0.400475459	-11468.63654
12500000	-11444.933	18.71314491	-11463.64615	0.711451153	0.210088867	10.11534061	0.288807853	1.317419706	0.158980656	0.410991243	0.221608351	0.824254522	1	7.179382934	1	0.327547469	1	1	1	0.380459182	-0.228295224	-11463.64615
12505000	-11445.20835	19.15319967	-11464.36155	0.752255107	0.220936683	8.643464469	0.288807853	1.322268555	0.141098774	0.362719211	0.20627559	0.824254522	1	8.592104982	1	0.328730189	1	1	1	0.367248549	-0.135478018	-11464.36155
12510000	-11445.443	20.52568627	-11465.96868	0.86657386	0.195346836	9.114370301	0.288807853	1.322268555	0.161586308	0.362719211	0.20627559	0.824254522	1	0.728159573	1	0.50899113	1	1	1	0.396979064	-0.442541524	-11465.96868
12515000	-11444.22772	18.36677103	-11462.59449	0.794946823	0.181927449	16.4509362	0.288807853	1.353334764	0.161586308	0.362719211	0.20627559	0.824254522	1	6.805088137	1	0.645405291	1	1	1	0.465389834	0.090761098	-11462.59449
12520000	-11443.28975	19.68942076	-11462.97917	0.795716887	0.200451009	11.24795105	0.340061887	1.353334764	0.161586308	0.396511933	0.20627559	0.824254522	1	6.611908002	1	0.67741697	1	1	1	0.58742583	-0.03969879	-11462.97917
12525000	-11446.51594	19.96676821	-11466.4827	0.810600567	0.223474379	11.28635943	0.291126486	1.344354176	0.161586308	0.400022962	0.183140765	0.609731827	1	8.469125506	1	0.689671158	1	1	1	0.521992019	0.187594978	-11466.4827
12530000	-11440.99775	17.49593613	-11458.49369	0.739503751	0.285831809	5.899568833	0.32087286	1.470786584	0.161586308	0.400022962	0.290116384	0.854405553	1	7.66416961	1	0.603184103	1	1	1	0.514272928	-0.036030155	-11458.49369
12535000	-11438.37169	21.03491884	-11459.40661	0.853877903	0.185787001	12.80278882	0.32087286	1.281818914	0.161586308	0.400022962	0.204721966	0.854405553	1	2.273032577	1	0.477312679	1	1	1	0.438192665	0.042322161	-11459.40661
12540000	-11437.9564	21.47369067	-11459.43009	0.884471347	0.200609199	11.26551092	0.32087286	1.281818914	0.161586308	0.400022962	0.205772111	0.820916595	1	3.157722356	1	0.474532093	1	1	1	0.473925026	-0.008168111	-11459.43009
12545000	-11442.21367	20.61873712	-11462.83241	0.935822128	0.16511751	17.31509725	0.285752837	1.394654309	0.161586308	0.400022962	0.311499191	0.794589857	1	6.432937804	1	0.460654182	1	1	1	0.453523732	0.26256743	-11462.83241
12550000	-11440.89876	19.10597677	-11460.00474	0.794610695	0.223280493	12.44162497	0.298046613	1.394654309	0.159956037	0.36828957	0.311499191	0.794589857	1	3.68141072	1	0.451237014	1	1	1	0.453923472	0.113160961	-11460.00474
12555000	-11437.26522	20.31406077	-11457.57928	0.832767045	0.156229978	9.835029236	0.317338941	1.394654309	0.167512527	0.36828957	0.273009138	0.794589857	1	7.613149812	1	0.774323699	1	1	1	0.455878132	0.026197722	-11457.57928
12560000	-11434.26824	22.26597105	-11456.53421	1.014301847	0.134210051	12.05240911	0.317338941	1.394654309	0.167512527	0.410670036	0.273009138	0.743868208	1	7.906495609	1	0.617147413	1	1	1	0.490823598	0.323228802	-11456.53421
12565000	-11439.59472	23.21423329	-11462.80895	1.133095766	0.142559784	12.32203623	0.317338941	1.394654309	0.167512527	0.410670036	0.273009138	0.73720048	1	0.588752554	1	5.400488955	1	0	0	0.550588578	0.021469375	-11462.80895
12570000	-11442.13093	22.25229512	-11464.38322	1.021972349	0.152387369	10.47400151	0.319301265	1.394654309	0.167512527	0.4246786	0.273009138	0.73720048	1	0.570143052	1	6.652669264	1	0	0	0.605306368	-0.012969793	-11464.38322
12575000	-11443.53305	22.48755007	-11466.0206	1.018241507	0.154199399	14.39474046	0.319301265	1.394654309	0.130931962	0.512183904	0.273009138	0.689330751	1	0.548318457	1	9.513832598	1	0	0	0.549592593	0.024123532	-11466.0206
12580000	-11440.61008	22.12081365	-11462.7309	1.046164046	0.137180409	17.12786511	0.303509467	1.394654309	0.124477248	0.512183904	0.273009138	0.827400737	1	5.991718369	1	0.525275157	1	1	1	0.504778516	0.129208492	-11462.7309
12585000	-11443.27201	23.02201356	-11466.29402	1.222600125	0.102395955	25.90563383	0.32661453	1.394654309	0.163138253	0.512183904	0.273009138	0.827400737	1	3.600136764	1	0.723302522	1	1	1	0.691057652	0.200931369	-11466.29402
